match_id,season,venue,team1,team2,toss_winner,toss_decision,batting_first_team,bowling_first_team,first_innings_score,first_innings_wickets,second_innings_score,second_innings_wickets,winner,win_by_runs,win_by_wickets,player_of_match_runs,player_of_match_wickets
418,2022,M.A. Chidambaram Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,Punjab Kings,202,5,116,7,Sunrisers Hyderabad,86,0,48,1
419,2022,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,Sunrisers Hyderabad,182,6,103,4,Delhi Capitals,79,0,31,2
420,2022,M.A. Chidambaram Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,Rajasthan Royals,193,9,131,6,Royal Challengers Bangalore,62,0,61,2
421,2022,M. Chinnaswamy Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Punjab Kings,Kolkata Knight Riders,187,6,131,9,Punjab Kings,56,0,44,3
422,2022,M.A. Chidambaram Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,176,6,131,9,Rajasthan Royals,45,0,69,0
423,2022,M.A. Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,Chennai Super Kings,163,7,131,8,Mumbai Indians,32,0,57,3
424,2022,M. Chinnaswamy Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,Rajasthan Royals,208,10,118,10,Kolkata Knight Riders,90,0,80,1
425,2022,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Kolkata Knight Riders,225,4,157,9,Mumbai Indians,68,0,65,0
426,2022,Sawai Mansingh Stadium,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Rajasthan Royals,Kolkata Knight Riders,185,10,164,7,Rajasthan Royals,21,0,79,2
427,2022,Wankhede Stadium,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,Delhi Capitals,206,5,139,3,Royal Challengers Bangalore,67,0,91,1
428,2022,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,194,10,143,9,Sunrisers Hyderabad,51,0,69,3
429,2022,Wankhede Stadium,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,Delhi Capitals,191,9,126,6,Rajasthan Royals,65,0,78,3
430,2022,Sawai Mansingh Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,191,4,119,4,Sunrisers Hyderabad,72,0,66,0
431,2022,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,Sunrisers Hyderabad,189,7,109,5,Chennai Super Kings,80,0,63,1
432,2022,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Royal Challengers Bangalore,201,10,121,8,Sunrisers Hyderabad,80,0,59,0
433,2022,Rajiv Gandhi Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bangalore,Kolkata Knight Riders,190,4,142,6,Royal Challengers Bangalore,48,0,39,2
434,2022,Rajiv Gandhi Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,Delhi Capitals,174,7,109,7,Kolkata Knight Riders,65,0,50,1
435,2022,M. Chinnaswamy Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,Mumbai Indians,212,8,145,8,Kolkata Knight Riders,67,0,84,3
436,2022,Rajiv Gandhi Stadium,Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Punjab Kings,Rajasthan Royals,194,4,136,5,Punjab Kings,58,0,76,1
437,2022,M.A. Chidambaram Stadium,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Delhi Capitals,Mumbai Indians,186,9,135,7,Delhi Capitals,51,0,47,1
438,2022,Eden Gardens,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,Rajasthan Royals,201,6,128,8,Punjab Kings,73,0,56,2
439,2022,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Mumbai Indians,184,5,169,10,Royal Challengers Bangalore,15,0,75,3
440,2022,M.A. Chidambaram Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,189,7,150,8,Punjab Kings,39,0,88,2
441,2022,Sawai Mansingh Stadium,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,Punjab Kings,212,5,114,5,Kolkata Knight Riders,98,0,51,2
442,2022,Rajiv Gandhi Stadium,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Mumbai Indians,Punjab Kings,209,5,142,4,Mumbai Indians,67,0,46,3
443,2022,Rajiv Gandhi Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,Sunrisers Hyderabad,216,9,113,4,Mumbai Indians,103,0,61,2
444,2022,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Delhi Capitals,Chennai Super Kings,184,10,142,10,Delhi Capitals,42,0,46,3
445,2022,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Kolkata Knight Riders,191,7,115,3,Sunrisers Hyderabad,76,0,69,0
446,2022,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Sunrisers Hyderabad,193,6,110,4,Chennai Super Kings,83,0,51,2
447,2022,Punjab Cricket Association Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Delhi Capitals,Chennai Super Kings,214,7,138,7,Delhi Capitals,76,0,86,3
448,2022,Eden Gardens,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,Mumbai Indians,200,10,179,5,Rajasthan Royals,21,0,70,2
449,2023,Rajiv Gandhi Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Rajasthan Royals,Royal Challengers Bangalore,198,9,132,8,Rajasthan Royals,66,0,31,3
450,2023,M. Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Mumbai Indians,Royal Challengers Bangalore,191,9,125,8,Mumbai Indians,66,0,66,1
451,2023,Wankhede Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Kolkata Knight Riders,191,4,144,10,Chennai Super Kings,47,0,88,0
452,2023,Sawai Mansingh Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,Royal Challengers Bangalore,202,6,127,8,Mumbai Indians,75,0,82,2
453,2023,M. Chinnaswamy Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,Punjab Kings,198,7,99,5,Rajasthan Royals,99,0,87,2
454,2023,M.A. Chidambaram Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,Punjab Kings,185,6,122,9,Rajasthan Royals,63,0,80,1
455,2023,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,Chennai Super Kings,211,10,152,8,Royal Challengers Bangalore,59,0,78,2
456,2023,M.A. Chidambaram Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Rajasthan Royals,200,4,112,10,Royal Challengers Bangalore,88,0,66,2
457,2023,Eden Gardens,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,Punjab Kings,187,10,80,10,Sunrisers Hyderabad,107,0,50,3
458,2023,Rajiv Gandhi Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,198,8,143,8,Sunrisers Hyderabad,55,0,65,3
459,2023,Sawai Mansingh Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,Royal Challengers Bangalore,190,4,132,5,Mumbai Indians,58,0,34,1
460,2023,M.A. Chidambaram Stadium,Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,Delhi Capitals,197,4,111,8,Punjab Kings,86,0,35,0
461,2023,Rajiv Gandhi Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Chennai Super Kings,196,4,158,3,Royal Challengers Bangalore,38,0,30,0
462,2023,Rajiv Gandhi Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,199,10,134,4,Rajasthan Royals,65,0,64,3
463,2023,Punjab Cricket Association Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Delhi Capitals,Rajasthan Royals,188,6,141,7,Delhi Capitals,47,0,42,1
464,2023,Rajiv Gandhi Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,Delhi Capitals,Sunrisers Hyderabad,186,10,119,4,Delhi Capitals,67,0,61,3
465,2023,Arun Jaitley Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Rajasthan Royals,214,5,109,5,Royal Challengers Bangalore,105,0,94,0
466,2023,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,Mumbai Indians,173,7,122,10,Delhi Capitals,51,0,73,2
467,2023,Arun Jaitley Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Punjab Kings,181,9,100,8,Royal Challengers Bangalore,81,0,88,0
468,2023,Wankhede Stadium,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,Delhi Capitals,199,9,80,9,Chennai Super Kings,119,0,41,2
469,2023,Wankhede Stadium,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Rajasthan Royals,Royal Challengers Bangalore,201,4,128,8,Rajasthan Royals,73,0,86,0
470,2023,M.A. Chidambaram Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,180,10,111,10,Kolkata Knight Riders,69,0,43,2
471,2023,M.A. Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Sunrisers Hyderabad,Chennai Super Kings,184,4,129,6,Sunrisers Hyderabad,55,0,81,0
472,2023,Rajiv Gandhi Stadium,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Delhi Capitals,Royal Challengers Bangalore,179,7,115,7,Delhi Capitals,64,0,32,1
473,2023,Eden Gardens,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,Royal Challengers Bangalore,206,10,117,6,Rajasthan Royals,89,0,76,1
474,2023,M.A. Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,Royal Challengers Bangalore,195,10,151,8,Chennai Super Kings,44,0,84,2
475,2023,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,Kolkata Knight Riders,226,10,122,4,Rajasthan Royals,104,0,47,0
476,2023,Sawai Mansingh Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Delhi Capitals,198,10,128,3,Royal Challengers Bangalore,70,0,49,3
477,2023,Eden Gardens,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,179,8,114,9,Mumbai Indians,65,0,89,0
478,2023,Rajiv Gandhi Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,Kolkata Knight Riders,198,8,112,3,Mumbai Indians,86,0,55,0
479,2023,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,186,4,145,4,Sunrisers Hyderabad,41,0,77,0
480,2023,Sawai Mansingh Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,Royal Challengers Bangalore,180,10,120,8,Delhi Capitals,60,0,58,1
481,2023,Sawai Mansingh Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,Delhi Capitals,198,4,112,4,Chennai Super Kings,86,0,84,2
482,2023,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,Delhi Capitals,181,4,131,5,Royal Challengers Bangalore,50,0,34,2
483,2023,Arun Jaitley Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,Mumbai Indians,179,6,134,8,Sunrisers Hyderabad,45,0,40,2
484,2023,Arun Jaitley Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,169,10,114,4,Rajasthan Royals,55,0,67,2
485,2023,Wankhede Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,185,10,119,7,Punjab Kings,66,0,94,0
486,2023,Rajiv Gandhi Stadium,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,Punjab Kings,213,9,127,8,Rajasthan Royals,86,0,59,0
487,2023,M.A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,Sunrisers Hyderabad,195,7,118,9,Mumbai Indians,77,0,40,2
488,2023,M. Chinnaswamy Stadium,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,Punjab Kings,211,8,126,8,Kolkata Knight Riders,85,0,49,1
489,2023,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Royal Challengers Bangalore,Kolkata Knight Riders,211,4,118,5,Royal Challengers Bangalore,93,0,64,3
490,2023,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,Sunrisers Hyderabad,215,5,122,6,Kolkata Knight Riders,93,0,45,1
491,2023,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Rajasthan Royals,186,8,129,6,Chennai Super Kings,57,0,44,3
492,2023,M.A. Chidambaram Stadium,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Punjab Kings,Royal Challengers Bangalore,177,5,92,4,Punjab Kings,85,0,58,2
493,2023,Rajiv Gandhi Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,Royal Challengers Bangalore,224,8,151,9,Mumbai Indians,73,0,85,0
494,2023,Wankhede Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,Delhi Capitals,207,8,118,4,Kolkata Knight Riders,89,0,54,3
495,2023,M. Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Kolkata Knight Riders,193,9,100,6,Chennai Super Kings,93,0,64,0
496,2023,Wankhede Stadium,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,Rajasthan Royals,208,8,120,8,Punjab Kings,88,0,32,3
497,2023,M.A. Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Kolkata Knight Riders,208,9,132,9,Royal Challengers Bangalore,76,0,60,3
498,2023,Punjab Cricket Association Stadium,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,Punjab Kings,Sunrisers Hyderabad,194,5,115,8,Punjab Kings,79,0,47,0
499,2023,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Rajasthan Royals,Delhi Capitals,199,4,118,10,Rajasthan Royals,81,0,48,3
500,2023,M.A. Chidambaram Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,Kolkata Knight Riders,184,5,112,8,Mumbai Indians,72,0,52,2
501,2023,Punjab Cricket Association Stadium,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,Chennai Super Kings,206,6,137,7,Punjab Kings,69,0,68,1
502,2023,Rajiv Gandhi Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,Punjab Kings,202,7,120,8,Rajasthan Royals,82,0,38,0
503,2023,Punjab Cricket Association Stadium,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,170,10,145,9,Rajasthan Royals,25,0,58,0
504,2023,Punjab Cricket Association Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,Royal Challengers Bangalore,184,9,118,4,Chennai Super Kings,66,0,69,2
